Bus Name,Bus Type,From,To,Price,Starting Point,Ending Point,Seat Available,Start Time,Reach Time,Total Travel Time,Bus Rating,Links
TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Vijayawada,Hyderabad,396,Sithara Center,Hayathnagar,31 Seats available,21:15,01:45,04h 30m,3.5,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 41762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Vijayawada,Hyderabad,396,Sithara Center,Kukatpally,33 Seats available,21:35,03:50,06h 15m,3.5,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 7742,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Vijayawada,Hyderabad,396,PNBS-VJA,Hayathnagar,33 Seats available,21:45,03:05,05h 20m,4.4,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 14562,eGARUDA,Vijayawada,Hyderabad,533,Sithara Center,Kukatpally,32 Seats available,22:05,04:10,06h 05m,3.6,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 7774,Lahari Non A/C Sleeper Cum Seater,Vijayawada,Hyderabad,354,PNBS-VJA,Hayathnagar,29 Seats available,22:10,03:00,04h 50m,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 9883,Lahari Non A/C Sleeper Cum Seater,Vijayawada,Hyderabad,442,Sithara Center,Kukatpally,45 Seats available,22:15,04:20,06h 05m,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 1404,RAJDHANI (A.C. Semi Sleeper),Vijayawada,Hyderabad,480,Sithara Center,Kukatpally,36 Seats available,22:25,04:00,05h 35m,3.3,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 8003,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Vijayawada,Hyderabad,352,PNBS-VJA,Central Bus Station (CBS),31 Seats available,22:30,05:00,06h 30m,2.5,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 1917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Vijayawada,Hyderabad,396,Sithara Center,Hayathnagar,33 Seats available,22:35,03:30,04h 55m,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 40377,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Vijayawada,Hyderabad,396,Sithara Center,Hayathnagar,29 Seats available,22:35,03:20,04h 45m,3.9,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 41962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Vijayawada,Hyderabad,396,Sithara Center,Kukatpally,33 Seats available,22:55,05:00,06h 05m,3.9,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 14762,eGARUDA,Vijayawada,Hyderabad,533,Sithara Center,Kukatpally,35 Seats available,23:05,05:10,06h 05m,3.1,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 1594,RAJDHANI (A.C. Semi Sleeper),Vijayawada,Hyderabad,480,Sithara Center,Hayathnagar,34 Seats available,23:15,03:45,04h 30m,3.2,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 31162,RAJDHANI (A.C. Semi Sleeper),Vijayawada,Hyderabad,480,Sithara Center,Kukatpally,37 Seats available,23:25,05:00,05h 35m,3.0,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 1616,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Vijayawada,Hyderabad,396,Sithara Center,Hayathnagar,32 Seats available,23:30,04:25,04h 55m,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 16362,eGARUDA,Vijayawada,Hyderabad,533,Sithara Center,Kukatpally,35 Seats available,23:35,05:40,06h 05m,3.9,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 1586,RAJDHANI (A.C. Semi Sleeper),Vijayawada,Hyderabad,480,Sithara Center,Hayathnagar,34 Seats available,23:45,04:15,04h 30m,3.0,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
TSRTC - 7762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Vijayawada,Hyderabad,396,PNBS-VJA,Hayathnagar,30 Seats available,23:55,04:20,04h 25m,3.9,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
IntrCity SmartBus,A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,396,Ganguru,Kukatpally,19 Seats available,23:10,05:45,06h 35m,4.7,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
IntrCity SmartBus,A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,352,Sithara Center,Kukatpally,29 Seats available,22:50,06:15,07h 25m,4.7,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
FRESHBUS,Electric A/C Seater (2+2),Vijayawada,Hyderabad,450,Mangalgiri Bypass,Kukatpally,31 Seats available,22:20,05:20,07h 00m,4.7,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
AdShyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),Vijayawada,Hyderabad,350,Benz Circle,Kukatpally,34 Seats available,23:40,06:05,06h 25m,4.6,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
FRESHBUS,Electric A/C Seater (2+2),Vijayawada,Hyderabad,450,Mangalgiri Bypass,Kukatpally,34 Seats available,21:20,04:05,06h 45m,4.7,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
FRESHBUS,Electric A/C Seater (2+2),Vijayawada,Hyderabad,450,Mangalgiri Bypass,Kukatpally,35 Seats available,23:00,05:55,06h 55m,4.6,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Sri Durga Malleswari Travels,A/C Sleeper (2+1),Vijayawada,Hyderabad,783,Poranki,Kukatpally,9 Seats available,22:20,05:45,07h 25m,4.5,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,337,Auto Nagar,Kukatpally,23 Seats available,22:40,05:45,07h 05m,4.4,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
IntrCity SmartBus,A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,340,Tadepalli,Kukatpally,26 Seats available,23:40,06:10,06h 30m,4.5,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
IntrCity SmartBus,AC Sleeper (2+1),Vijayawada,Hyderabad,595,Tadepalli,Kukatpally,17 Seats available,23:30,06:30,07h 00m,4.5,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),Vijayawada,Hyderabad,595,Tadepalli,Kukatpally,17 Seats available,23:10,05:55,06h 45m,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Zingbus Plus,A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,442,Mangalgiri Bypass,Kukatpally,17 Seats available,22:20,05:40,07h 20m,4.6,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Svkdt travels,A/C Sleeper (2+1),Vijayawada,Hyderabad,790,NTR Circle,Kukatpally,16 Seats available,23:20,06:14,06h 54m,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Sri KVR Travels,A/C Sleeper (2+1),Vijayawada,Hyderabad,610,Mangalgiri Bypass,Kukatpally,19 Seats available,23:20,05:35,06h 15m,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,550,Auto Nagar,Kukatpally,15 Seats available,21:55,04:57,07h 02m,4.6,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,500,NIDAMANURU,Kukatpally,13 Seats available,22:40,05:45,07h 05m,4.4,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Yolo Bus,A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,450,Benz Circle,Kukatpally,29 Seats available,23:33,05:43,06h 10m,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,333,Tadepalli,Kukatpally,28 Seats available,22:55,05:40,06h 45m,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
IntrCity SmartBus,AC Sleeper (2+1),Vijayawada,Hyderabad,630,Tadepalli,Kukatpally,16 Seats available,23:45,06:00,06h 15m,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Sri Durga Malleswari Travels,A/C Sleeper (2+1),Vijayawada,Hyderabad,783,Poranki,Kukatpally,13 Seats available,22:20,05:55,07h 35m,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Svkdt travels,A/C Sleeper (2+1),Vijayawada,Hyderabad,762,Police Control Room,Kukatpally,22 Seats available,23:00,05:50,06h 50m,4.1,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
V Kaveri Travels,A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,500,Varadhi,Kukatpally,23 Seats available,22:50,05:50,07h 00m,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,522,Panamaluru,Secunderabad,20 Seats available,22:30,05:30,07h 00m,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Tirumala Xpress,A/C Sleeper (2+1),Vijayawada,Hyderabad,666,Benz Circle,Kukatpally,22 Seats available,23:20,06:10,06h 50m,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
FRESHBUS,Electric A/C Seater (2+2),Vijayawada,Hyderabad,450,Mangalgiri Bypass,Kukatpally,39 Seats available,23:35,06:25,06h 50m,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Sri Atluri Travels,A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,510,Ramavarapadu Ring Road,Kukatpally,11 Seats available,22:50,04:45,05h 55m,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Holidays Tours and Travels,A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,549,Ramavarapadu Ring Road,Kukatpally,16 Seats available,23:45,05:48,06h 03m,4.9,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Varun Travels,Scania AC Multi Axle Sleeper (2+1),Vijayawada,Hyderabad,600,Kummaripalem,Kukatpally,29 Seats available,23:25,05:10,05h 45m,4.6,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,560,Panamaluru,Kukatpally,11 Seats available,22:50,06:25,07h 35m,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,550,NIDAMANURU,Kukatpally,13 Seats available,00:35,06:55,06h 20m,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Morning Star Travels,A/C Sleeper (2+1),Vijayawada,Hyderabad,690,Ramavarapadu Ring Road,Kukatpally,14 Seats available,01:30,06:50,05h 20m,4.1,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
LVP Travels,A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,550,Panamaluru,Kukatpally,18 Seats available,23:43,07:15,07h 32m,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Go Bus Travels,Non A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,570,kesarapalli,Chotuppal,13 Seats available,23:05,04:30,05h 25m,4.4,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Komali Travels,Non A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,637,Bus stand,Kukatpally,19 Seats available,00:29,07:00,06h 31m,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Sai Dasari Travels,Non A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,450,Poranki,Kukatpally,22 Seats available,22:50,06:10,07h 20m,4.5,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Meghana Travels,Non A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,599,Panamaluru,Kukatpally,13 Seats available,00:15,05:38,05h 23m,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Meghana Travels,A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,550,Ibrahimpatnam,Kukatpally,27 Seats available,00:45,05:38,04h 53m,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
Yolo Bus,A/C Sleeper (2+1),Vijayawada,Hyderabad,550,Benz Circle,Kukatpally,23 Seats available,22:49,04:59,06h 10m,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
LVP Travels,Non A/C Seater / Sleeper (2+1),Vijayawada,Hyderabad,550,Panamaluru,Kukatpally,19 Seats available,23:46,06:00,06h 14m,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
V Kaveri Travels,A/C Sleeper (2+1),Vijayawada,Hyderabad,800,Edupugallu,Kukatpally,16 Seats available,23:44,06:30,06h 46m,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=31-Aug-2024
APSRTC - 4916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436,Bhel,Rtc bus stand,1 Seat available,18:45,02:15,07h 30m,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 2680,VENNELA (A.C. SLEEPER),Hyderabad,Vijayawada,781,Bhel,Rtc bus stand,10 Seats available,19:00,02:00,07h 00m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 2798,INDRA(A.C. Seater),Hyderabad,Vijayawada,528,Bhel,Rtc bus stand,26 Seats available,19:15,02:30,07h 15m,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 4972,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436,Bhel,Rtc bus stand,10 Seats available,19:20,03:20,08h 00m,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 2563,INDRA(A.C. Seater),Hyderabad,Vijayawada,528,Central Bus Station (CBS),Rtc bus stand,19 Seats available,19:30,01:25,05h 55m,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 4894,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436,Bhel,Rtc bus stand,10 Seats available,19:45,03:00,07h 15m,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 2573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Vijayawada,720,Bhel,Rtc bus stand,24 Seats available,19:45,02:30,06h 45m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 4898,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436,Bhel,Rtc bus stand,28 Seats available,19:45,03:00,07h 15m,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 3962,INDRA(A.C. Seater),Hyderabad,Vijayawada,590,Bhel,Rtc bus stand,34 Seats available,19:50,03:35,07h 45m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 2786,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436,Bhel,Rtc bus stand,24 Seats available,20:00,03:45,07h 45m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 2678,NIGHT RIDER (SEATER CUM SLEEPER),Hyderabad,Vijayawada,595,Bhel,Rtc bus stand,22 Seats available,20:00,03:00,07h 00m,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 2688,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,469,Ecil,Rtc bus stand,7 Seats available,20:00,02:45,06h 45m,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 3622,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,412,Bhel,IBRAHIMPATNAM-VJA,19 Seats available,20:00,03:35,07h 35m,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 4880,STAR LINER(NON-AC SLEEPER 2+1),Hyderabad,Vijayawada,565,Bhel,Rtc bus stand,9 Seats available,20:00,02:45,06h 45m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
APSRTC - 3977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436,Bhel,Rtc bus stand,3 Seats available,20:15,04:15,08h 00m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=31-Aug-2024
